"","groups"
"ENSG00000162613",1
"ENSG00000162614",1
"ENSG00000162616",2
"ENSG00000162618",2
"ENSG00000162620",2
"ENSG00000162621",2
"ENSG00000162623",2
"ENSG00000162624",2
"ENSG00000162627",2
"ENSG00000162630",2
"ENSG00000162631",2
"ENSG00000162636",2
"ENSG00000162639",2
"ENSG00000162641",2
"ENSG00000162642",2
"ENSG00000162643",2
"ENSG00000162645",2
"ENSG00000162650",2
"ENSG00000162654",2
"ENSG00000162664",2
"ENSG00000162669",2
"ENSG00000162670",2
"ENSG00000162676",2
"ENSG00000162687",2
"ENSG00000162688",2
"ENSG00000162692",1
"ENSG00000162694",2
"ENSG00000162695",2
"ENSG00000162702",2
"ENSG00000162704",1
"ENSG00000162706",3
"ENSG00000162711",2
"ENSG00000162714",2
"ENSG00000162722",2
"ENSG00000162723",2
"ENSG00000162727",2
"ENSG00000162728",1
"ENSG00000162729",1
"ENSG00000162733",2
"ENSG00000162734",3
"ENSG00000162735",2
"ENSG00000162736",1
"ENSG00000162738",1
"ENSG00000162739",2
"ENSG00000162745",2
"ENSG00000162746",2
"ENSG00000162747",2
"ENSG00000162753",2
"ENSG00000162755",2
"ENSG00000162757",2
"ENSG00000162761",2
"ENSG00000162763",2
"ENSG00000162769",2
"ENSG00000162771",2
"ENSG00000162772",1
"ENSG00000162775",2
"ENSG00000162777",2
"ENSG00000162779",2
"ENSG00000162782",2
"ENSG00000162783",2
"ENSG00000162804",2
"ENSG00000162813",2
"ENSG00000162814",2
"ENSG00000162817",1
"ENSG00000162819",2
"ENSG00000162825",2
"ENSG00000162836",2
"ENSG00000162843",2
"ENSG00000162849",2
"ENSG00000162851",2
"ENSG00000162852",2
"ENSG00000162869",2
"ENSG00000162873",1
"ENSG00000162877",2
"ENSG00000162878",1
"ENSG00000162881",2
"ENSG00000162882",2
"ENSG00000162885",2
"ENSG00000162889",1
"ENSG00000162891",2
"ENSG00000162892",2
"ENSG00000162894",2
"ENSG00000162896",2
"ENSG00000162897",2
"ENSG00000162909",1
"ENSG00000162910",1
"ENSG00000162923",1
"ENSG00000162924",2
"ENSG00000162927",2
"ENSG00000162928",2
"ENSG00000162929",2
"ENSG00000162931",2
"ENSG00000162944",2
"ENSG00000162946",2
"ENSG00000162949",2
"ENSG00000162951",2
"ENSG00000162959",2
"ENSG00000162961",2
"ENSG00000162971",2
"ENSG00000162972",2
"ENSG00000162975",2
"ENSG00000162976",2
"ENSG00000162980",2
"ENSG00000162981",2
"ENSG00000162989",2
"ENSG00000162992",1
"ENSG00000162994",2
"ENSG00000162998",2
"ENSG00000162999",2
"ENSG00000163001",2
"ENSG00000163002",2
"ENSG00000163006",2
"ENSG00000163012",2
"ENSG00000163013",2
"ENSG00000163017",2
"ENSG00000163026",2
"ENSG00000163029",2
"ENSG00000163032",3
"ENSG00000163040",2
"ENSG00000163041",2
"ENSG00000163046",2
"ENSG00000163050",1
"ENSG00000163053",2
"ENSG00000163060",2
"ENSG00000163064",2
"ENSG00000163069",1
"ENSG00000163071",2
"ENSG00000163072",2
"ENSG00000163075",2
"ENSG00000163082",2
"ENSG00000163083",1
"ENSG00000163092",2
"ENSG00000163093",2
"ENSG00000163098",2
"ENSG00000163104",1
"ENSG00000163106",2
"ENSG00000163110",1
"ENSG00000163114",2
"ENSG00000163116",2
"ENSG00000163125",2
"ENSG00000163126",2
"ENSG00000163131",2
"ENSG00000163132",2
"ENSG00000163138",2
"ENSG00000163141",2
"ENSG00000163145",2
"ENSG00000163154",2
"ENSG00000163155",2
"ENSG00000163156",2
"ENSG00000163157",2
"ENSG00000163159",2
"ENSG00000163161",2
"ENSG00000163162",2
"ENSG00000163166",1
"ENSG00000163170",2
"ENSG00000163171",2
"ENSG00000163191",3
"ENSG00000163202",2
"ENSG00000163206",2
"ENSG00000163207",2
"ENSG00000163209",2
"ENSG00000163214",2
"ENSG00000163216",2
"ENSG00000163217",1
"ENSG00000163218",2
"ENSG00000163219",2
"ENSG00000163220",3
"ENSG00000163221",2
"ENSG00000163235",2
"ENSG00000163239",2
"ENSG00000163249",2
"ENSG00000163251",2
"ENSG00000163254",2
"ENSG00000163257",1
"ENSG00000163263",2
"ENSG00000163273",2
"ENSG00000163281",2
"ENSG00000163283",2
"ENSG00000163285",2
"ENSG00000163286",2
"ENSG00000163288",2
"ENSG00000163291",2
"ENSG00000163293",2
"ENSG00000163295",2
"ENSG00000163297",2
"ENSG00000163312",2
"ENSG00000163319",2
"ENSG00000163320",1
"ENSG00000163322",2
"ENSG00000163328",2
"ENSG00000163331",2
"ENSG00000163344",1
"ENSG00000163346",1
"ENSG00000163347",1
"ENSG00000163348",2
"ENSG00000163349",2
"ENSG00000163352",2
"ENSG00000163354",2
"ENSG00000163357",2
"ENSG00000163359",1
"ENSG00000163362",2
"ENSG00000163374",1
"ENSG00000163376",2
"ENSG00000163377",2
"ENSG00000163378",2
"ENSG00000163380",1
"ENSG00000163382",1
"ENSG00000163389",2
"ENSG00000163393",2
"ENSG00000163394",2
"ENSG00000163395",2
"ENSG00000163399",3
"ENSG00000163406",2
"ENSG00000163412",2
"ENSG00000163421",2
"ENSG00000163424",2
"ENSG00000163428",2
"ENSG00000163430",3
"ENSG00000163431",2
"ENSG00000163435",2
"ENSG00000163440",2
"ENSG00000163444",2
"ENSG00000163449",2
"ENSG00000163453",3
"ENSG00000163462",2
"ENSG00000163463",2
"ENSG00000163464",2
"ENSG00000163466",1
"ENSG00000163467",2
"ENSG00000163468",3
"ENSG00000163472",2
"ENSG00000163479",1
"ENSG00000163481",2
"ENSG00000163482",2
"ENSG00000163485",2
"ENSG00000163491",2
"ENSG00000163492",2
"ENSG00000163497",2
"ENSG00000163499",2
"ENSG00000163501",2
"ENSG00000163507",2
"ENSG00000163508",2
"ENSG00000163510",2
"ENSG00000163512",2
"ENSG00000163513",1
"ENSG00000163515",2
"ENSG00000163516",2
"ENSG00000163517",2
"ENSG00000163518",2
"ENSG00000163519",2
"ENSG00000163520",1
"ENSG00000163521",2
"ENSG00000163527",1
"ENSG00000163528",2
"ENSG00000163530",2
"ENSG00000163531",2
"ENSG00000163534",2
"ENSG00000163535",2
"ENSG00000163536",1
"ENSG00000163539",2
"ENSG00000163541",1
"ENSG00000163545",2
"ENSG00000163554",1
"ENSG00000163558",2
"ENSG00000163563",2
"ENSG00000163564",2
"ENSG00000163565",2
"ENSG00000163568",2
"ENSG00000163576",2
"ENSG00000163577",2
"ENSG00000163581",3
"ENSG00000163584",1
"ENSG00000163586",4
"ENSG00000163590",2
"ENSG00000163596",2
"ENSG00000163599",2
"ENSG00000163600",2
"ENSG00000163602",2
"ENSG00000163605",1
"ENSG00000163606",2
"ENSG00000163607",2
"ENSG00000163608",2
"ENSG00000163611",2
"ENSG00000163617",2
"ENSG00000163618",2
"ENSG00000163623",2
"ENSG00000163624",2
"ENSG00000163625",2
"ENSG00000163626",2
"ENSG00000163629",2
"ENSG00000163630",1
"ENSG00000163631",5
"ENSG00000163632",2
"ENSG00000163633",2
"ENSG00000163634",1
"ENSG00000163635",2
"ENSG00000163636",2
"ENSG00000163637",2
"ENSG00000163638",2
"ENSG00000163644",2
"ENSG00000163645",2
"ENSG00000163646",2
"ENSG00000163655",2
"ENSG00000163659",1
"ENSG00000163660",1
"ENSG00000163661",2
"ENSG00000163666",2
"ENSG00000163673",2
"ENSG00000163681",2
"ENSG00000163682",1
"ENSG00000163683",2
"ENSG00000163684",2
"ENSG00000163686",2
"ENSG00000163687",2
"ENSG00000163689",2
"ENSG00000163694",2
"ENSG00000163697",2
"ENSG00000163701",2
"ENSG00000163702",2
"ENSG00000163703",1
"ENSG00000163704",2
"ENSG00000163705",2
"ENSG00000163710",2
"ENSG00000163714",1
"ENSG00000163719",2
"ENSG00000163728",2
"ENSG00000163734",2
"ENSG00000163735",2
"ENSG00000163736",1
"ENSG00000163737",1
"ENSG00000163738",2
"ENSG00000163739",2
"ENSG00000163743",2
"ENSG00000163746",2
"ENSG00000163749",2
"ENSG00000163751",2
"ENSG00000163754",2
"ENSG00000163755",2
"ENSG00000163762",2
"ENSG00000163781",2
"ENSG00000163785",2
"ENSG00000163788",2
"ENSG00000163792",2
"ENSG00000163793",2
"ENSG00000163794",2
"ENSG00000163795",2
"ENSG00000163798",2
"ENSG00000163803",2
"ENSG00000163806",2
"ENSG00000163807",2
"ENSG00000163808",2
"ENSG00000163810",2
"ENSG00000163811",2
"ENSG00000163812",2
"ENSG00000163814",2
"ENSG00000163815",2
"ENSG00000163817",2
"ENSG00000163818",2
"ENSG00000163820",2
"ENSG00000163823",2
"ENSG00000163825",2
"ENSG00000163827",2
"ENSG00000163832",2
"ENSG00000163833",1
"ENSG00000163840",2
"ENSG00000163848",2
"ENSG00000163864",2
"ENSG00000163866",2
"ENSG00000163867",2
"ENSG00000163870",2
"ENSG00000163872",2
"ENSG00000163873",2
"ENSG00000163874",2
"ENSG00000163875",1
"ENSG00000163877",2
"ENSG00000163879",2
"ENSG00000163882",1
"ENSG00000163884",2
"ENSG00000163885",2
"ENSG00000163888",1
"ENSG00000163898",2
"ENSG00000163900",2
"ENSG00000163902",3
"ENSG00000163904",2
"ENSG00000163909",2
"ENSG00000163913",2
"ENSG00000163914",2
"ENSG00000163918",1
"ENSG00000163923",2
"ENSG00000163930",1
"ENSG00000163931",1
"ENSG00000163932",2
"ENSG00000163933",2
"ENSG00000163935",2
"ENSG00000163938",1
"ENSG00000163939",1
"ENSG00000163945",2
"ENSG00000163946",2
"ENSG00000163947",2
"ENSG00000163950",1
"ENSG00000163956",2
"ENSG00000163958",2
"ENSG00000163959",2
"ENSG00000163960",2
"ENSG00000163961",2
"ENSG00000163964",2
"ENSG00000163975",2
"ENSG00000163982",2
"ENSG00000163993",2
"ENSG00000163995",2
"ENSG00000164002",2
"ENSG00000164007",2
"ENSG00000164008",2
"ENSG00000164010",1
"ENSG00000164011",2
"ENSG00000164022",2
"ENSG00000164023",2
"ENSG00000164024",1
"ENSG00000164031",2
"ENSG00000164032",3
"ENSG00000164035",2
"ENSG00000164037",2
"ENSG00000164038",2
"ENSG00000164039",2
"ENSG00000164040",1
"ENSG00000164045",2
"ENSG00000164047",2
"ENSG00000164048",2
"ENSG00000164049",2
"ENSG00000164050",1
"ENSG00000164051",2
"ENSG00000164053",2
"ENSG00000164054",1
"ENSG00000164056",1
"ENSG00000164061",2
"ENSG00000164062",1
"ENSG00000164066",2
"ENSG00000164068",1
"ENSG00000164070",2
"ENSG00000164073",2
"ENSG00000164074",2
"ENSG00000164076",1
"ENSG00000164077",2
"ENSG00000164078",2
"ENSG00000164080",2
"ENSG00000164081",2
"ENSG00000164082",2
"ENSG00000164086",2
"ENSG00000164087",2
"ENSG00000164088",2
"ENSG00000164089",2
"ENSG00000164091",1
"ENSG00000164093",2
"ENSG00000164096",3
"ENSG00000164099",2
"ENSG00000164100",2
"ENSG00000164104",3
"ENSG00000164105",1
"ENSG00000164106",2
"ENSG00000164107",1
"ENSG00000164109",2
"ENSG00000164111",3
"ENSG00000164112",2
"ENSG00000164113",2
"ENSG00000164114",2
"ENSG00000164116",2
"ENSG00000164117",2
"ENSG00000164118",2
"ENSG00000164120",2
"ENSG00000164122",2
"ENSG00000164123",2
"ENSG00000164124",2
"ENSG00000164125",1
"ENSG00000164128",2
"ENSG00000164129",2
"ENSG00000164134",2
"ENSG00000164136",2
"ENSG00000164142",2
"ENSG00000164144",2
"ENSG00000164151",2
"ENSG00000164161",2
"ENSG00000164162",2
"ENSG00000164163",2
"ENSG00000164164",2
"ENSG00000164167",2
"ENSG00000164168",2
"ENSG00000164169",2
"ENSG00000164171",2
"ENSG00000164172",2
"ENSG00000164175",2
"ENSG00000164176",2
"ENSG00000164180",2
"ENSG00000164181",2
"ENSG00000164182",1
"ENSG00000164185",2
"ENSG00000164187",2
"ENSG00000164188",2
"ENSG00000164190",2
"ENSG00000164197",2
"ENSG00000164199",2
"ENSG00000164209",2
"ENSG00000164211",1
"ENSG00000164219",2
"ENSG00000164220",2
"ENSG00000164221",2
"ENSG00000164236",2
"ENSG00000164237",1
"ENSG00000164241",2
"ENSG00000164244",2
"ENSG00000164251",2
"ENSG00000164252",2
"ENSG00000164253",2
"ENSG00000164256",2
"ENSG00000164258",3
"ENSG00000164265",2
"ENSG00000164266",3
"ENSG00000164270",2
"ENSG00000164283",2
"ENSG00000164284",2
"ENSG00000164287",2
"ENSG00000164291",2
"ENSG00000164292",1
"ENSG00000164294",1
"ENSG00000164296",2
"ENSG00000164299",2
"ENSG00000164300",2
"ENSG00000164303",2
"ENSG00000164304",2
"ENSG00000164305",1
"ENSG00000164306",2
"ENSG00000164307",2
"ENSG00000164308",2
"ENSG00000164309",1
"ENSG00000164318",2
"ENSG00000164323",2
"ENSG00000164325",2
"ENSG00000164326",2
"ENSG00000164327",2
"ENSG00000164329",2
"ENSG00000164330",2
"ENSG00000164331",2
"ENSG00000164332",1
"ENSG00000164334",2
"ENSG00000164338",2
"ENSG00000164342",2
"ENSG00000164344",1
"ENSG00000164346",3
"ENSG00000164347",2
"ENSG00000164362",2
"ENSG00000164363",2
"ENSG00000164366",2
"ENSG00000164379",2
"ENSG00000164393",2
"ENSG00000164398",2
"ENSG00000164399",2
"ENSG00000164400",2
"ENSG00000164402",2
"ENSG00000164403",2
"ENSG00000164404",2
"ENSG00000164405",3
"ENSG00000164406",1
"ENSG00000164411",2
"ENSG00000164414",2
"ENSG00000164418",2
"ENSG00000164430",2
"ENSG00000164434",3
"ENSG00000164438",2
"ENSG00000164440",2
"ENSG00000164442",3
"ENSG00000164451",2
"ENSG00000164458",2
"ENSG00000164463",2
"ENSG00000164465",2
"ENSG00000164466",2
"ENSG00000164483",2
"ENSG00000164484",2
"ENSG00000164485",2
"ENSG00000164488",2
"ENSG00000164494",2
"ENSG00000164500",2
"ENSG00000164506",2
"ENSG00000164508",2
"ENSG00000164509",2
"ENSG00000164512",2
"ENSG00000164520",2
"ENSG00000164530",2
"ENSG00000164532",1
"ENSG00000164535",2
"ENSG00000164542",2
"ENSG00000164543",2
"ENSG00000164548",1
"ENSG00000164574",2
"ENSG00000164576",2
"ENSG00000164587",3
"ENSG00000164588",2
"ENSG00000164591",2
"ENSG00000164597",2
"ENSG00000164600",3
"ENSG00000164603",2
"ENSG00000164604",2
"ENSG00000164609",2
"ENSG00000164610",2
"ENSG00000164611",1
"ENSG00000164615",1
"ENSG00000164619",2
"ENSG00000164620",2
"ENSG00000164626",2
"ENSG00000164627",2
"ENSG00000164631",2
"ENSG00000164638",2
"ENSG00000164645",2
"ENSG00000164647",2
"ENSG00000164649",1
"ENSG00000164651",2
"ENSG00000164654",2
"ENSG00000164659",2
"ENSG00000164663",2
"ENSG00000164674",2
"ENSG00000164675",2
"ENSG00000164683",2
"ENSG00000164684",2
"ENSG00000164687",2
"ENSG00000164690",2
"ENSG00000164691",2
"ENSG00000164692",3
"ENSG00000164694",2
"ENSG00000164695",2
"ENSG00000164707",2
"ENSG00000164708",3
"ENSG00000164713",1
"ENSG00000164715",2
"ENSG00000164729",2
"ENSG00000164733",3
"ENSG00000164736",2
"ENSG00000164741",1
"ENSG00000164742",1
"ENSG00000164743",2
"ENSG00000164744",2
"ENSG00000164746",2
"ENSG00000164749",2
"ENSG00000164751",2
"ENSG00000164754",1
"ENSG00000164756",2
"ENSG00000164758",2
"ENSG00000164761",2
"ENSG00000164764",2
"ENSG00000164776",2
"ENSG00000164778",2
"ENSG00000164794",2
"ENSG00000164796",2
"ENSG00000164808",2
"ENSG00000164815",2
"ENSG00000164816",2
"ENSG00000164818",2
"ENSG00000164821",2
"ENSG00000164822",2
"ENSG00000164823",2
"ENSG00000164825",3
"ENSG00000164828",1
"ENSG00000164830",2
"ENSG00000164841",2
"ENSG00000164849",2
"ENSG00000164850",2
"ENSG00000164853",2
"ENSG00000164855",2
"ENSG00000164867",2
"ENSG00000164871",2
"ENSG00000164877",2
"ENSG00000164879",2
"ENSG00000164880",2
"ENSG00000164885",2
"ENSG00000164889",2
"ENSG00000164893",2
"ENSG00000164896",1
"ENSG00000164897",1
"ENSG00000164898",2
"ENSG00000164900",2
"ENSG00000164902",2
"ENSG00000164904",1
"ENSG00000164916",2
"ENSG00000164919",3
"ENSG00000164920",2
"ENSG00000164924",3
"ENSG00000164929",1
"ENSG00000164930",2
"ENSG00000164932",2
"ENSG00000164933",2
"ENSG00000164934",2
"ENSG00000164935",2
"ENSG00000164938",2
"ENSG00000164941",2
"ENSG00000164944",2
"ENSG00000164946",2
"ENSG00000164949",2
"ENSG00000164951",2
"ENSG00000164953",2
"ENSG00000164961",2
"ENSG00000164967",1
"ENSG00000164970",1
"ENSG00000164972",2
"ENSG00000164975",2
"ENSG00000164976",2
"ENSG00000164978",1
"ENSG00000164983",1
"ENSG00000164985",1
"ENSG00000164989",2
"ENSG00000165006",1
"ENSG00000165023",1
"ENSG00000165025",2
"ENSG00000165028",2
"ENSG00000165029",2
"ENSG00000165030",1
"ENSG00000165046",2
"ENSG00000165055",2
"ENSG00000165059",2
"ENSG00000165060",2
"ENSG00000165061",2
"ENSG00000165066",2
"ENSG00000165071",2
"ENSG00000165072",2
"ENSG00000165076",2
"ENSG00000165078",2
"ENSG00000165084",2
"ENSG00000165091",2
"ENSG00000165092",3
"ENSG00000165097",2
"ENSG00000165102",2
"ENSG00000165105",2
"ENSG00000165113",2
"ENSG00000165115",2
"ENSG00000165118",2
"ENSG00000165119",3
"ENSG00000165120",2
"ENSG00000165124",2
"ENSG00000165125",2
"ENSG00000165131",2
"ENSG00000165138",2
"ENSG00000165140",3
"ENSG00000165152",2
"ENSG00000165156",2
"ENSG00000165164",2
"ENSG00000165168",2
"ENSG00000165169",2
"ENSG00000165171",2
"ENSG00000165175",1
"ENSG00000165181",2
"ENSG00000165182",2
"ENSG00000165185",2
"ENSG00000165186",2
"ENSG00000165188",2
"ENSG00000165192",2
"ENSG00000165194",2
"ENSG00000165195",2
"ENSG00000165197",2
"ENSG00000165202",2
"ENSG00000165204",2
"ENSG00000165209",2
"ENSG00000165215",2
"ENSG00000165219",2
"ENSG00000165233",2
"ENSG00000165238",2
"ENSG00000165240",2
"ENSG00000165244",2
"ENSG00000165246",2
"ENSG00000165259",2
"ENSG00000165264",1
"ENSG00000165269",1
"ENSG00000165271",2
"ENSG00000165272",1
"ENSG00000165275",2
"ENSG00000165280",3
"ENSG00000165282",2
"ENSG00000165283",3
"ENSG00000165288",2
"ENSG00000165300",2
"ENSG00000165304",2
"ENSG00000165309",2
"ENSG00000165312",2
"ENSG00000165322",2
"ENSG00000165323",2
"ENSG00000165325",2
"ENSG00000165338",2
"ENSG00000165349",2
"ENSG00000165355",2
"ENSG00000165359",2
"ENSG00000165370",2
"ENSG00000165376",2
"ENSG00000165379",2
"ENSG00000165383",2
"ENSG00000165389",2
"ENSG00000165392",2
"ENSG00000165406",1
"ENSG00000165409",2
"ENSG00000165410",1
"ENSG00000165416",2
"ENSG00000165417",2
"ENSG00000165424",1
"ENSG00000165434",1
"ENSG00000165443",1
"ENSG00000165449",2
"ENSG00000165457",2
"ENSG00000165458",1
"ENSG00000165462",2
"ENSG00000165471",2
"ENSG00000165474",2
"ENSG00000165475",1
"ENSG00000165476",2
"ENSG00000165478",2
"ENSG00000165480",2
"ENSG00000165487",1
"ENSG00000165490",2
"ENSG00000165494",2
"ENSG00000165495",2
"ENSG00000165496",2
"ENSG00000165501",2
"ENSG00000165502",3
"ENSG00000165506",2
"ENSG00000165507",1
"ENSG00000165509",2
"ENSG00000165512",1
"ENSG00000165516",1
"ENSG00000165521",2
"ENSG00000165525",2
"ENSG00000165526",2
"ENSG00000165527",1
"ENSG00000165533",2
"ENSG00000165548",2
"ENSG00000165553",2
"ENSG00000165555",2
"ENSG00000165556",2
"ENSG00000165566",2
"ENSG00000165568",2
"ENSG00000165572",2
"ENSG00000165583",2
"ENSG00000165584",2
"ENSG00000165588",2
"ENSG00000165591",2
"ENSG00000165606",2
"ENSG00000165609",2
"ENSG00000165617",1
"ENSG00000165621",2
"ENSG00000165623",2
"ENSG00000165626",2
"ENSG00000165629",3
"ENSG00000165630",2
"ENSG00000165632",2
"ENSG00000165633",2
"ENSG00000165637",1
"ENSG00000165643",2
"ENSG00000165644",2
"ENSG00000165646",2
"ENSG00000165650",2
"ENSG00000165655",2
"ENSG00000165660",2
"ENSG00000165661",2
"ENSG00000165669",2
"ENSG00000165671",2
"ENSG00000165672",3
"ENSG00000165675",2
"ENSG00000165678",3
"ENSG00000165682",2
"ENSG00000165684",2
"ENSG00000165685",1
"ENSG00000165688",2
"ENSG00000165689",2
"ENSG00000165694",2
"ENSG00000165695",2
"ENSG00000165698",2
"ENSG00000165699",2
"ENSG00000165702",1
"ENSG00000165704",1
"ENSG00000165714",2
"ENSG00000165716",2
"ENSG00000165724",2
"ENSG00000165730",2
"ENSG00000165731",2
"ENSG00000165732",1
"ENSG00000165733",2
"ENSG00000165752",2
"ENSG00000165757",2
"ENSG00000165762",2
"ENSG00000165775",2
"ENSG00000165782",2
"ENSG00000165792",2
"ENSG00000165794",2
"ENSG00000165795",1
"ENSG00000165799",2
"ENSG00000165801",2
"ENSG00000165802",1
"ENSG00000165804",2
"ENSG00000165805",2
"ENSG00000165806",2
"ENSG00000165807",2
"ENSG00000165810",2
"ENSG00000165813",2
"ENSG00000165816",2
"ENSG00000165819",2
"ENSG00000165821",1
"ENSG00000165828",2
"ENSG00000165832",2
"ENSG00000165837",2
"ENSG00000165841",2
"ENSG00000165861",2
"ENSG00000165863",2
"ENSG00000165868",2
"ENSG00000165879",2
"ENSG00000165886",2
"ENSG00000165887",2
"ENSG00000165891",2
"ENSG00000165895",2
"ENSG00000165898",2
"ENSG00000165899",2
"ENSG00000165905",2
"ENSG00000165912",1
"ENSG00000165914",2
"ENSG00000165915",2
"ENSG00000165916",3
"ENSG00000165917",2
"ENSG00000165923",2
"ENSG00000165929",2
"ENSG00000165934",2
"ENSG00000165935",2
"ENSG00000165943",1
"ENSG00000165948",1
"ENSG00000165949",2
"ENSG00000165953",2
"ENSG00000165959",2
"ENSG00000165966",2
"ENSG00000165970",2
"ENSG00000165972",2
"ENSG00000165973",2
"ENSG00000165983",2
"ENSG00000165985",2
"ENSG00000165995",2
"ENSG00000165996",1
"ENSG00000165997",2
"ENSG00000166002",2
"ENSG00000166004",2
"ENSG00000166006",2
"ENSG00000166012",2
"ENSG00000166016",2
"ENSG00000166024",2
"ENSG00000166025",2
"ENSG00000166033",1
"ENSG00000166035",1
"ENSG00000166037",2
"ENSG00000166046",2
"ENSG00000166049",2
"ENSG00000166068",2
"ENSG00000166069",2
"ENSG00000166073",2
"ENSG00000166086",2
"ENSG00000166090",2
"ENSG00000166091",2
"ENSG00000166105",2
"ENSG00000166106",2
"ENSG00000166111",1
"ENSG00000166118",2
"ENSG00000166123",2
"ENSG00000166126",1
"ENSG00000166128",1
"ENSG00000166130",2
"ENSG00000166133",2
"ENSG00000166135",2
"ENSG00000166136",2
"ENSG00000166140",2
"ENSG00000166143",2
"ENSG00000166145",2
"ENSG00000166147",1
"ENSG00000166148",2
"ENSG00000166152",2
"ENSG00000166153",2
"ENSG00000166159",2
"ENSG00000166160",2
"ENSG00000166164",2
"ENSG00000166165",3
"ENSG00000166166",2
